Calc-LossUnavailability.5min;Calc-DeltaOverIrrad.5min;Calc-DeltaIrrad.5min;Calc-DeltaTemp.5min;Calc-DeltaAlbedo.5min;Calc-ExpectedDC.5min;Calc-LossSoiling.5min;Calc-LossShading.5min;Calc-LossStringPerf.5min;Calc-LossEfficiency.5min;Calc-EnergyDC.5min;Calc-LossClipping.5min;Calc-LossClippingTemp.5min;Calc-LossGridLimitation.5min;Calc-LossCurtailment.5min;Calc-LossInvToSPE.5min;Waterfall-DeliveredEnergy.5min
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;-42.92029571533203;0.051531173288822174;8.125956535339355;15.086884498596191;-0.0150868846103549;0.0;0.0;0.0;15.101971626281738;0.0;0;0.0;0.0;46.438419342041016;0.0
0.0;0.0;-42.82453536987305;0.05367852374911308;8.201969146728516;15.260804176330566;-0.015260804444551468;0.0;0.0;0.0;15.2760648727417;0.0;0;0.0;0.0;46.438419342041016;0.0
0.0;0.0;-42.60960388183594;0.055207058787345886;8.288238525390625;15.563532829284668;-0.015563532710075378;0.0;0.0;0.0;15.579096794128418;0.0;0;0.0;0.0;46.438419342041016;0.0
0.0;0.0;-40.120140075683594;0.0669703334569931;8.816978454589844;18.593502044677734;-0.018593501299619675;0.0;0.0;0.29197362065315247;18.29754638671875;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;-37.65175247192383;0.08483371138572693;9.925921440124512;22.18869400024414;-0.022188693284988403;0.0;0.0;1.222432255744934;20.893980026245117;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;-35.26200485229492;0.09593790024518967;10.159640312194824;24.82326316833496;-0.02482326328754425;0.0;0.0;1.222432255744934;23.531185150146484;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;-25.16185188293457;0.13081306219100952;9.65092658996582;34.44957733154297;-0.03444957733154297;0.0;0.0;1.222432255744934;33.1671257019043;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;-12.016021728515625;0.1793733537197113;11.154204368591309;49.147247314453125;-0.04914724826812744;0.0;0.0;1.222432255744934;47.879493713378906;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;2.0949556827545166;0.2239191085100174;12.76167106628418;64.91024017333984;-0.06491024047136307;0.0;0.0;1.222432255744934;63.65824508666992;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;6.702388763427734;0.2446974366903305;13.384827613830566;70.16160583496094;-0.0701616033911705;0.0;0.0;1.222432255744934;68.91486358642578;0.0;0;0.0;0.0;0.0;0.0
0.0;0.0;12.685111999511719;0.26338809728622437;13.985787391662598;76.76397705078125;-0.07676398009061813;0.0;0.0;1.222432255744934;75.52384185791016;0.0;0;0.0;0.0;0.0;0.0
81.45677185058594;0.0;27.376394271850586;0.2893901467323303;15.707260131835938;93.2027359008789;-0.09320273995399475;0.0;0.0;1.222432255744934;91.97903442382812;0.0;0;0.0;0.0;0.0;0.0
165.2276611328125;0.0;-864.5305786132812;1.4139286279678345;-9.878693580627441;187.6392059326172;-0.18763920664787292;0.39337673783302307;0.0;1.222432255744934;186.11656188964844;0.0;0;0.0;0.0;0.0;0.0
186.75042724609375;0.0;-842.9711303710938;1.5407514572143555;-7.301919937133789;211.9022216796875;-0.2119022160768509;0.39337673783302307;0.0;1.222432255744934;210.40383911132812;0.0;0;0.0;0.0;0.0;0.0
210.50332641601562;0.0;-819.5315551757812;1.7326236963272095;-4.156270503997803;238.67929077148438;-0.23867930471897125;0.39337673783302307;0.0;1.222432255744934;237.20770263671875;0.0;0;0.0;0.0;0.0;0.0
243.00421142578125;0.0;-787.9945068359375;1.924483060836792;0.7536561489105225;275.3181457519531;-0.2753181457519531;0.39337673783302307;0.0;1.222432255744934;273.8831787109375;0.0;0;0.0;0.0;0.0;10.933167457580566
43.03750991821289;0.0;-762.723388671875;2.0370001792907715;5.594583034515381;305.542724609375;-0.3055427372455597;3.581530809402466;0.0;23.18634033203125;275.9792175292969;0.0;0;0.0;0.0;0.0;120.28611755371094
0.0;0.0;-734.4940185546875;2.238152027130127;11.12446117401123;339.50311279296875;-0.33950310945510864;4.240294456481934;0.0;23.317886352539062;307.46661376953125;0.0;0;0.0;0.0;0.0;251.5148162841797
0.0;0.0;-715.04052734375;2.2600769996643066;17.05677032470703;364.91082763671875;-0.3649108409881592;4.240294456481934;0.0;-0.5715388655662537;357.6535949707031;0.0;0;0.0;0.0;0.0;307.53131103515625
0.0;0.0;-702.3132934570312;2.185699701309204;24.175016403198242;384.6819152832031;-0.38468194007873535;4.240294456481934;0.0;-0.06644763052463531;376.79620361328125;0.0;0;0.0;0.0;0.0;334.2726745605469
0.0;0.0;-671.4794921875;2.3900129795074463;40.80851364135742;432.3535461425781;-0.43235352635383606;4.240294456481934;0.0;-0.5715378522872925;424.9517822265625;0.0;0;0.0;0.0;0.0;352.970703125
0.0;0.0;-669.8281860351562;2.414708375930786;56.999778747558594;450.2208557128906;-0.45022085309028625;4.240294456481934;0.0;-0.34284016489982605;442.570556640625;0.0;0;0.0;0.0;0.0;363.8146057128906
0.0;0.0;-635.9090576171875;2.42781400680542;65.04685974121094;492.2001647949219;-0.49220016598701477;4.240294456481934;0.0;0.15075182914733887;483.9681091308594;0.0;0;0.0;0.0;0.0;405.6580505371094
0.0;0.0;-561.8458251953125;2.666013717651367;78.00875091552734;579.4634399414062;-0.5794634819030762;4.240294456481934;0.0;0.9989070296287537;570.017333984375;0.0;0;0.0;0.0;0.0;497.4752197265625
0.0;0.0;-1394.5235595703125;7.069544315338135;0.7456578612327576;643.7332763671875;-0.6437332630157471;7.038057327270508;0.0;0.23453880846500397;631.889404296875;0.0;0;0.0;0.0;0.0;595.7900390625
0.0;0.0;-1324.9593505859375;7.313063144683838;12.437723159790039;725.2330322265625;-0.7252330183982849;7.038057327270508;0.0;1.1445777416229248;712.1312866210938;0.0;0;0.0;0.0;0.0;691.7694702148438
0.0;0.0;-1290.205322265625;7.187174320220947;21.185026168823242;768.6084594726562;-0.7686085104942322;7.038057327270508;0.0;-0.9667140245437622;757.3597412109375;0.0;0;0.0;0.0;0.0;755.0245361328125
0.0;0.0;-1300.822021484375;7.424036502838135;32.34684753417969;769.3904418945312;-0.7693904638290405;7.038057327270508;0.0;-0.2087395042181015;757.048828125;0.0;0;0.0;0.0;0.0;793.6342163085938
0.0;0.0;-1242.9180908203125;8.332440376281738;49.89548110961914;845.7514038085938;-0.8457514047622681;7.038057327270508;0.0;-0.8351910710334778;834.1473388671875;0.0;0;0.0;0.0;0.0;797.8126220703125
0.0;0.0;-1155.0040283203125;9.122273445129395;68.6295394897461;953.1893310546875;-0.9531893134117126;7.038057327270508;0.0;0.5298196077346802;940.1021118164062;0.0;0;0.0;0.0;0.0;859.9910278320312
0.0;0.0;-1158.3955078125;8.45998764038086;73.90846252441406;954.4144897460938;-0.9544144868850708;7.038057327270508;0.0;0.2391108125448227;941.5716552734375;0.0;0;0.0;0.0;0.0;861.6197509765625
0.0;0.0;-1161.83544921875;8.365252494812012;87.72818756103516;964.6995239257812;-0.9646995663642883;7.038057327270508;0.0;0.10968561470508575;951.945068359375;0.0;0;0.0;0.0;0.0;884.8251342773438
0.0;0.0;-1193.4752197265625;8.250064849853516;106.10812377929688;951.3245239257812;-0.9513245224952698;7.038057327270508;0.0;-0.28527355194091797;939.048095703125;0.0;0;0.0;55.81315994262695;0.0;838.12646484375
0.0;0.0;-1175.3458251953125;9.10263729095459;123.2964859008789;987.494873046875;-0.9874948859214783;7.038057327270508;0.0;0.42549121379852295;974.840087890625;0.0;0;0.0;0.0;0.0;817.0439453125
0.0;0.0;-1120.6236572265625;9.028470039367676;124.44851684570312;1043.2947998046875;-1.043294906616211;7.038057327270508;0.0;1.0993428230285645;1029.8336181640625;0.0;0;0.0;0.0;0.0;857.4242553710938
0.0;0.0;-1032.306884765625;9.471874237060547;127.42485809326172;1135.0313720703125;-1.1350313425064087;7.038057327270508;0.0;0.6874690651893616;1121.830322265625;0.0;0;0.0;160.73854064941406;0.0;915.7379150390625
0.0;0.0;-1872.062255859375;8.927303314208984;82.43780517578125;1153.802490234375;-1.153802514076233;0.0;6.141058921813965;0.14103297889232635;1142.112060546875;0.0;0;0.0;194.7409210205078;0.0;900.6309814453125
0.0;0.0;-1891.6708984375;9.103706359863281;71.77050018310547;1123.7030029296875;-1.1237030029296875;0.0;6.325353622436523;0.8300017714500427;1111.0174560546875;0.0;0;0.0;154.85247802734375;0.0;910.166015625
0.0;0.0;-1875.4901123046875;10.021257400512695;77.21448516845703;1146.2452392578125;-1.1462453603744507;0.0;6.325353622436523;0.8616994023323059;1133.28955078125;0.0;0;0.0;124.16923522949219;0.0;962.842529296875
0.0;0.0;-1753.778076171875;10.252696990966797;80.96456146240234;1271.9388427734375;-1.2719388008117676;0.0;6.325353622436523;-0.5431763529777527;1260.6685791015625;0.0;0;0.0;280.6525573730469;0.0;930.8533325195312
0.0;0.0;-1350.7060546875;13.885490417480469;87.36685943603516;1685.0458984375;-1.6850459575653076;0.0;6.325353622436523;-0.7640990018844604;1674.41943359375;0.0;0;0.0;684.9157104492188;0.0;930.0535278320312
0.0;0.0;-865.8479614257812;13.870016098022461;108.43225860595703;2190.9541015625;-2.1909539699554443;0.0;6.325353622436523;-1.1817861795425415;2181.263916015625;0.0;0;0.0;1180.4837646484375;0.0;928.8709716796875
0.0;0.0;-521.2694702148438;8.988986015319824;115.61537170410156;2537.83447265625;-2.537834644317627;0.0;6.325353622436523;-1.2822538614273071;2528.590576171875;0.0;0;0.0;1518.353271484375;0.0;929.4942016601562
0.0;0.0;380.3200988769531;1.3892195224761963;140.53652954101562;3456.74560546875;-3.4567456245422363;0.0;6.325353622436523;-0.9326038956642151;3448.0732421875;0.0;0;0.0;2416.27197265625;0.0;928.0930786132812
0.0;0.0;825.1432495117188;2.8485074043273926;170.97486877441406;3933.46630859375;-3.9334664344787598;0.0;6.325353622436523;-0.7980612516403198;3925.140380859375;0.0;0;0.0;2882.43408203125;0.0;927.0951538085938
0.0;0.0;664.8556518554688;2.2240021228790283;150.82589721679688;3752.4052734375;-3.7524054050445557;0.0;6.325353622436523;-0.8201970458030701;3743.915771484375;0.0;0;0.0;2705.036376953125;0.0;927.678955078125
0.0;0.0;296.3218688964844;8.340787887573242;134.7633819580078;3373.92578125;-3.3739256858825684;0.0;6.325353622436523;-1.055907130241394;3365.293701171875;0.0;0;0.0;2335.254638671875;0.0;928.2821655273438
0.0;0.0;-218.7719268798828;2.441913604736328;95.46102905273438;2813.630615234375;-2.8136308193206787;0.0;6.325353622436523;-0.8872185349464417;2804.262939453125;0.0;0;0.0;1787.3631591796875;0.0;929.0782470703125
0.0;-259.5179443359375;1317.7249755859375;1.274983286857605;182.49380493164062;5035.15087890625;-5.035150527954102;0.0;70.4461669921875;-0.841360867023468;4963.83251953125;398.8323669433594;0;424.9262390136719;3077.61083984375;0.0;930.084228515625
0.0;-313.6221008300781;1334.3355712890625;-16.519062042236328;174.3461151123047;5025.8193359375;-5.025819778442383;0.0;71.98738861083984;-0.792804479598999;4952.9091796875;387.90924072265625;0;424.9262390136719;3079.8349609375;0.0;928.3526611328125
0.0;0.0;-402.7906799316406;-5.157762050628662;74.67118072509766;3200.379638671875;-3.2003796100616455;0.0;71.98738861083984;-0.48759591579437256;3125.3515625;0.0;0;0.0;2104.47900390625;0.0;925.3689575195312
0.0;-437.9649963378906;1333.865478515625;-16.03543472290039;180.59262084960938;5032.07958984375;-5.032079696655273;0.0;71.98738861083984;-0.6722935438156128;4959.07568359375;394.07562255859375;0;424.9262390136719;3084.1494140625;0.0;924.5540771484375
0.0;0.0;1016.8397216796875;-14.09481430053711;120.60990142822266;4657.01171875;-4.657011985778809;0.0;71.98738861083984;-0.6204195022583008;4583.5830078125;26.121339797973633;0;417.533447265625;3084.69580078125;0.0;924.1155395507812
0.0;-296.44384765625;1349.71435546875;-32.90545654296875;162.37326049804688;5012.8388671875;-5.012839317321777;0.0;71.98738861083984;-0.5553715825080872;4939.697265625;374.6974792480469;0;424.9262390136719;3084.287109375;0.0;924.4116821289062
0.0;-376.4057312011719;1350.58056640625;-34.019779205322266;190.63636779785156;5040.85400390625;-5.040853977203369;0.0;71.98738861083984;-0.6369218230247498;4967.8310546875;402.8312683105469;0;424.9262390136719;3085.756591796875;0.0;923.4938354492188
0.0;0.0;452.2332458496094;-25.608028411865234;121.72357177734375;4082.005615234375;-4.082005977630615;0.0;71.98738861083984;-0.3021180033683777;4007.693115234375;0.0;0;0.0;2968.294677734375;0.0;922.3914184570312
0.0;0.0;97.79816436767578;-25.107759475708008;109.27527618408203;3715.62255859375;-3.715622663497925;0.0;71.98738861083984;-0.40288877487182617;3641.03466796875;0.0;0;0.0;2608.847412109375;0.0;923.6554565429688
0.0;-55.485897064208984;1345.5428466796875;-28.519716262817383;174.60836791992188;5025.28857421875;-5.0252885818481445;0.0;71.98738861083984;-0.6181146502494812;4952.2294921875;387.22930908203125;0;424.9262390136719;3085.192626953125;0.0;923.7821044921875
0.0;0.0;301.06646728515625;-17.688413619995117;66.84883880615234;3883.8837890625;-3.8838839530944824;0.0;71.98738861083984;-0.4735870659351349;3809.539306640625;0.0;0;0.0;2773.619873046875;0.0;923.5610961914062
0.0;0.0;-341.765380859375;-12.387227058410645;63.84641647338867;3243.3505859375;-3.2433507442474365;0.0;71.98738861083984;-0.2967458665370941;3168.187744140625;0.0;0;0.0;2148.94970703125;0.0;923.263671875
0.0;0.0;-1109.751708984375;-10.927821159362793;15.400379180908203;2692.263916015625;-2.6922638416290283;0.0;39.0418701171875;-0.3527093231678009;2649.5615234375;0.0;0;0.0;1645.5863037109375;0.0;921.590576171875
0.0;-576.7180786132812;1125.6641845703125;-15.739835739135742;170.39878845214844;5077.8662109375;-5.077866077423096;0.0;40.15926742553711;-0.3753332793712616;5036.47509765625;471.4752197265625;0;424.9262390136719;3092.237060546875;0.0;917.9288330078125
0.0;-334.15069580078125;1135.5418701171875;-26.309236526489258;162.7525177001953;5069.5283203125;-5.069528102874756;0.0;40.15926742553711;-0.36484307050704956;5028.12060546875;463.1206970214844;0;424.9262390136719;3092.517822265625;0.0;917.7467651367188
0.0;-359.02496337890625;1150.966064453125;-42.88452911376953;167.611328125;5073.23583984375;-5.073235988616943;0.0;40.15926742553711;-0.15842169523239136;5031.62548828125;466.62530517578125;0;424.9262390136719;3093.481201171875;0.0;916.9470825195312
0.0;-586.9772338867188;1157.530029296875;-50.16340637207031;192.03968811035156;5096.94921875;-5.096949100494385;0.0;40.15926742553711;-0.3059543967247009;5055.515625;490.515625;0;424.9262390136719;3093.9375;0.0;916.4869384765625
0.0;-440.1224060058594;1157.9119873046875;-50.55998611450195;190.51316833496094;5095.408203125;-5.095407962799072;0.0;40.15926742553711;-0.4788627624511719;5054.13525390625;489.1350402832031;0;424.9262390136719;3090.83837890625;0.0;919.0911865234375
0.0;0.0;445.21185302734375;-44.79005813598633;141.3397979736328;4339.3046875;-4.339304447174072;0.0;40.15926742553711;-0.3537585735321045;4297.14208984375;0.0;0;163.5458221435547;3089.62744140625;0.0;920.0745849609375
0.0;0.0;514.9816284179688;-58.41000747680664;141.1031494140625;4395.2177734375;-4.3952178955078125;0.0;40.15926742553711;-0.708659827709198;4353.47216796875;0.0;0;218.45790100097656;3089.974609375;0.0;919.81689453125
0.0;0.0;88.1692123413086;-48.06241226196289;133.86582946777344;3971.515625;-3.971515655517578;0.0;40.15926742553711;-0.5081935524940491;3929.140869140625;0.0;0;0.0;2894.287841796875;0.0;920.3079223632812
0.0;0.0;554.5178833007812;-53.52046585083008;165.14208984375;4463.6826171875;-4.463682651519775;0.0;40.15926742553711;-0.4974619448184967;4421.79052734375;0.0;0;285.0530700683594;3089.89697265625;0.0;919.9948120117188
0.0;-156.59786987304688;1171.09814453125;-65.0353775024414;212.29254150390625;5115.8984375;-5.115898132324219;0.0;40.15926742553711;-0.45966362953186035;5074.625;509.6251220703125;0;424.9262390136719;3090.95849609375;0.0;919.1072387695312
0.0;0.0;720.7882690429688;-63.20149612426758;166.47195434570312;4621.6015625;-4.621601581573486;0.0;40.15926742553711;-0.4119635820388794;4579.79052734375;17.67155647277832;0;422.1008605957031;3091.66064453125;0.0;918.3892822265625
0.0;0.0;368.6360168457031;-36.687843322753906;156.70436096191406;4176.95556640625;-4.176955699920654;0.0;2.977411985397339;-0.5104570388793945;4171.9755859375;0.0;0;41.75505065917969;3090.47265625;0.0;919.302978515625
0.0;0.0;1165.81103515625;-42.53840637207031;216.09658813476562;5027.67236328125;-5.027672290802002;0.0;3.122389078140259;-0.5136138200759888;5023.40087890625;458.40106201171875;0;424.9262390136719;3090.671875;0.0;919.042236328125
0.0;0.0;281.8570251464844;-44.01082229614258;156.4569091796875;4082.606201171875;-4.082606315612793;0.0;3.122389078140259;-0.46174782514572144;4077.341552734375;0.0;0;0.0;3040.946044921875;0.0;918.3063354492188
0.0;0.0;118.68868255615234;-36.566749572753906;142.94171142578125;3913.36669921875;-3.9133667945861816;0.0;3.122389078140259;14.553092002868652;3882.665283203125;0.0;0;0.0;1200.162841796875;0.0;2570.860595703125
0.0;0.0;733.174560546875;-33.6843376159668;192.310791015625;4580.10400390625;-4.580104351043701;0.0;3.122389078140259;24.37201499938965;4534.84228515625;8.434444427490234;0;387.0788269042969;928.968505859375;0.0;3084.009033203125
0.0;0.0;29.24535369873047;-28.619340896606445;143.07232666015625;3832.00146484375;-3.8320014476776123;0.0;3.122389078140259;3.484365463256836;3804.42822265625;0.0;0;0.0;0.0;0.0;3345.50146484375
0.0;0.0;-640.373779296875;-20.96433448791504;93.1930160522461;3120.157958984375;-3.1201579570770264;0.0;3.122389078140259;1.224517583847046;3095.893798828125;0.0;0;0.0;0.0;0.0;3073.423583984375
0.0;0.0;-713.6876220703125;-15.983104705810547;80.48072052001953;3039.113037109375;-3.0391130447387695;0.0;3.122389078140259;-7.020105361938477;3019.289794921875;0.0;0;0.0;0.0;0.0;3418.170166015625
0.0;0.0;-1641.3419189453125;-10.091156959533691;6.540452003479004;2043.4105224609375;-2.043410539627075;0.0;3.122389078140259;7.520893096923828;2016.8843994140625;0.0;0;0.0;0.0;0.0;2357.071533203125
0.0;0.0;-1960.544189453125;-6.190932273864746;-22.09995460510254;1699.468017578125;-1.6994680166244507;0.0;3.122389078140259;0.5325992107391357;1685.366455078125;0.0;0;0.0;0.0;0.0;1812.6307373046875
0.0;0.0;-2183.038818359375;-5.870425224304199;-42.3484001159668;1457.04541015625;-1.457045316696167;0.0;3.122389078140259;1.3527270555496216;1444.1097412109375;0.0;0;0.0;0.0;0.0;1518.836181640625
0.0;0.0;-2201.479248046875;-6.370723724365234;-36.998050689697266;1443.4549560546875;-1.4434549808502197;0.0;3.122389078140259;1.0613338947296143;1431.0189208984375;0.0;0;0.0;0.0;0.0;1484.626708984375
0.0;0.0;-1822.3831787109375;2.6089704036712646;-2.0597832202911377;1729.6357421875;-1.7296358346939087;0.0;0.1710158884525299;2.1412627696990967;1718.4844970703125;0.0;0;0.0;0.0;0.0;1662.0684814453125
0.0;0.0;-1086.75390625;1.6663094758987427;55.41517639160156;2521.79736328125;-2.5217974185943604;0.0;0.16691900789737701;7.903491020202637;2502.093505859375;0.0;0;0.0;0.0;0.0;2223.541259765625
0.0;0.0;-963.5263671875;2.6615326404571533;67.20325469970703;2657.80810546875;-2.657808303833008;0.0;0.16691900789737701;1.467153787612915;2641.229248046875;0.0;0;0.0;0.0;0.0;2549.2109375
